,Title,Movie Link,Year,Duration,MPA,Rating,Votes,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
231,232. Gossamer Folds,https://www.imdb.com/title/tt9337518/?ref_=sr_t_232,2020,1h 36m,Unrated,6.9,135,7113.0,7113.0,3756.0,['Lisa Dash Donato'],['Bridget Flanery'],"['Jackson Robert Scott', 'Alexandra Grey', 'Sprague Grayden']",['Drama'],['United States'],"['Baton Rouge, Louisiana, USA']","['Paperclip Limited', 'Mill House Motion Pictures']",['English'],0,0,0,2020
232,233. I Am Lisa,https://www.imdb.com/title/tt8952968/?ref_=sr_t_233,2020,1h 32m,Unrated,4.0,1.3K,6986.0,6986.0,6986.0,['Patrick Rea'],['Eric Winkler'],"['Kristen Vaganos', 'Jennifer Seward', 'Manon Halliburton']","['Werewolf Horror', 'Horror', 'Thriller']",['United States'],"['Kansas City, Missouri, USA']",['Feed the Queen'],['English'],0,0,0,2020
233,234. What We Found,https://www.imdb.com/title/tt7179594/?ref_=sr_t_234,2020,1h 50m,Unrated,5.6,874,6976.0,6976.0,2720.0,['Ben Hickernell'],['Ben Hickernell'],"['Jordan Aaron Hall', 'Oona Laurence', 'James Ransone']","['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",['United States'],"['Baltimore, Maryland, USA']","['Reconstruction Pictures', 'Create Entertainment']",['English'],0,0,0,2020
234,235. 12 Hour Shift,https://www.imdb.com/title/tt10309552/?ref_=sr_t_235,2020,1h 26m,Unrated,5.5,5.4K,6820.0,6820.0,2532.0,['Brea Grant'],['Brea Grant'],"['Angela Bettis', 'Julianne Dowler', 'Tom DeTrinis']","['Dark Comedy', 'Comedy', 'Horror', 'Thriller']",['United States'],"['Jonesboro, Arkansas, USA']",['HCT Media'],['English'],0,4,0,2020
235,236. Bang! Bang!,https://www.imdb.com/title/tt7768544/?ref_=sr_t_236,2020,1h 11m,Unrated,4.1,88,6390.0,6390.0,965.0,['Nicholas Joseph Cunha'],['Nicholas Joseph Cunha'],"['Nicole Fahel', 'Lucas Mogerley', 'Jordan Knapp']","['Action', 'Crime']",['United States'],"['Victoria da Conquista, State of Bahia, Brazil']","['Pink Mango', 'SVO Special Vehicle Operations']",['English'],0,0,0,2020
236,237. Blood Widow,https://www.imdb.com/title/tt5587198/?ref_=sr_t_237,2020,1h 34m,R,3.7,148,6047.0,6047.0,2185475.1598360655,['Brendan Guy Murphy'],"['Dominic Ross', 'Brendan Guy Murphy']","['James Craven', 'Dallas Thomas', 'Melissa Alejandra']","['Horror', 'Mystery', 'Thriller']",['United States'],"['Tucson, Arizona, USA']","['Blood Widow Film', 'MurphySpeaking Films']","['English', 'Spanish']",0,0,0,2020
237,238. Unoponchash Batash,https://www.imdb.com/title/tt7817520/?ref_=sr_t_238,2020,2h 27m,Unrated,6.8,170,8368.0,6033.0,4206.0,['Masud Hasan Ujjal'],['Masud Hasan Ujjal'],"['Sharlin Farzana', 'Imtiaz Barshon', 'Shajid Ahmed']",['Romance'],['Bangladesh'],[],['Red October Productions'],['Bengali'],0,0,0,2020
238,239. Sex and the Future,https://www.imdb.com/title/tt7541838/?ref_=sr_t_239,2020,1h 30m,Unrated,2.2,422,5745.0,5745.0,745.0,"['Luis Carlos Hueck', 'Ethan Zvi Kaplan']",['Ethan Zvi Kaplan'],"['Ellie Patrikios', 'Revell Carpenter', 'Maxi Witrak']",['Comedy'],['United States'],"['Los Angeles, California, USA']",['Don Kap Productions'],['English'],0,0,0,2020
239,240. Memories of My Father,https://www.imdb.com/title/tt11385336/?ref_=sr_t_240,2020,2h 16m,Unrated,7.2,2.7K,1927584.0,5512.0,5512.0,['Fernando Trueba'],"['Héctor Abad Faciolince', 'David Trueba']","['Javier Cámara', 'Nicolás Reyes Cano', 'Juan Pablo Urrego']","['Drama', 'History']",['Colombia'],"['Bogotá, Colombia']","['Caracol Televisión', 'Dago García Producciones', 'Lupin Film']","['Spanish', 'Italian', 'English']",0,14,0,2020
240,241. Still Here,https://www.imdb.com/title/tt4789618/?ref_=sr_t_241,2020,1h 39m,Unrated,5.5,1K,5268.0,5268.0,3321.0,['Vlad Feier'],"['Vlad Feier', 'Peter Gutter']","['Johnny Whitworth', 'Zazie Beetz', 'Afton Williamson']","['Crime', 'Drama', 'Thriller']",['United States'],"['Brooklyn, New York, USA']","['Creative Talent Bureau', 'Atelier 44']",['English'],0,0,0,2020
241,242. Breaking Bread,https://www.imdb.com/title/tt8193366/?ref_=sr_t_242,2020,1h 25m,Unrated,7.6,96,117475.0,5026.0,5026.0,['Beth Elise Hawk'],['Beth Elise Hawk'],"['Nof Atamna-Ismaeel', 'Shlomi Meir', 'Ali Khattib']",['Documentary'],"['United States', 'Israel']",[],['Gemini Girls Productions'],['English'],0,0,0,2020
242,243. Ottolenghi and the Cakes of Versailles,https://www.imdb.com/title/tt11656800/?ref_=sr_t_243,2020,1h 15m,Unrated,6.0,180,194348.0,4962.0,1955.0,['Laura Gabbert'],[],"['Dominique Ansel', 'Sam Bompas', 'Dinara Kasko']",['Documentary'],['United States'],"['New York City, New York, USA']","['50 Degrees Entertainment', 'Amygdala Records', 'Engine Room']",['English'],0,0,0,2020
243,244. Farewell Amor,https://www.imdb.com/title/tt11380884/?ref_=sr_t_244,2020,1h 35m,Unrated,6.9,1.6K,4689.0,4689.0,3168.0,['Ekwa Msangi'],['Ekwa Msangi'],"['Ntare Guma Mbaho Mwine', 'Zainab Jah', 'Jayme Lawson']","['Drama', 'Music', 'Romance']",['United States'],[],"['Park Pictures', 'Department of Motion Pictures', 'Good Gravy Films']","['English', 'Portuguese', 'Aboriginal']",0,8,0,2020
244,245. No Place,https://www.imdb.com/title/tt10373914/?ref_=sr_t_245,2020,1h 20m,Unrated,4.5,53,4194.0,4194.0,1645.0,['Peter Matsoukas'],"['Benjamin Madrid', 'Peter Matsoukas']","['Benjamin Madrid', 'Afton Shepard', 'Forba Shepherd']",['Crime'],['United States'],"['Indianapolis, Indiana, USA']",['Rockscar Films'],['English'],0,0,0,2020
245,246. Dear Santa,https://www.imdb.com/title/tt12590534/?ref_=sr_t_246,2020,1h 24m,Unrated,6.4,155,4109.0,4109.0,2581.0,['Dana Nachman'],['Dana Nachman'],"['Damion DiGrazia', 'Orlando Mendez', 'Michael Muñoz']","['Documentary', 'Family']",['United States'],[],['IFC Films'],['English'],0,0,0,2020
246,247. King's Gambit,https://www.imdb.com/title/tt3380766/?ref_=sr_t_247,2020,1h 45m,Unrated,6.1,37,3816.0,3816.0,1936.0,['Joseph Sayer'],['Joseph Sayer'],"['Blake Webb', 'Rebecca Galarza', 'Reggie Peters']","['Action', 'Adventure', 'Drama', 'Fantasy']",['United States'],[],['Shattered Stone Studios'],['English'],0,0,0,2020
247,248. Bump Kowalski and the Ten Commandments,https://www.imdb.com/title/tt10777472/?ref_=sr_t_248,2020,1h 24m,Unrated,,,3690.0,3690.0,2185475.1598360655,['Joshua Bovinette'],"['Joshua Bovinette', 'Nick Wells']","['Jillian Bovinette', 'Joshua Bovinette', 'John Patrick Costello']",['Drama'],['United States'],"['St. Louis, Missouri, USA']",['Phantom Mentor Digital'],['English'],0,0,0,2020
248,249. Love It Was Not,https://www.imdb.com/title/tt13032926/?ref_=sr_t_249,2020,1h 26m,Unrated,7.5,211,20175.0,3688.0,1995.0,['Maya Sarfaty'],['Maya Sarfaty'],"['Helena Citron', 'Roza Citron', 'Frank Wunsch']","['Biography', 'Documentary', 'Drama', 'History', 'War']","['Israel', 'Austria']",[],"['Langbein & Partner Media', 'Yes Docu']","['Hebrew', 'German', 'English']",0,2,0,2020
249,250. Simple Passion,https://www.imdb.com/title/tt10023172/?ref_=sr_t_250,2020,1h 39m,Unrated,5.4,1.3K,314687.0,3518.0,1286.0,['Danielle Arbid'],"['Danielle Arbid', 'Annie Ernaux']","['Laetitia Dosch', 'Sergei Polunin', 'Lou-Teymour Thion']","['Drama', 'Romance']","['France', 'Belgium']",[],"['Les Films Pelléas', 'Versus Production', 'Auvergne Rhône-Alpes Cinéma']","['French', 'English', 'Russian']",0,0,0,2020
250,251. The Roads Not Taken,https://www.imdb.com/title/tt9411866/?ref_=sr_t_251,2020,1h 25m,R,5.2,3K,105439.0,3518.0,3310.0,['Sally Potter'],['Sally Potter'],"['Javier Bardem', 'Elle Fanning', 'Branka Katic']",['Drama'],"['United Kingdom', 'Sweden', 'Poland', 'Spain', 'United States']","['Almería, Andalucía, Spain']","['Adventure Pictures', 'BBC Film', 'British Film Institute (BFI)']",['English'],0,0,0,2020
251,252. Paper Spiders,https://www.imdb.com/title/tt9690328/?ref_=sr_t_252,2020,1h 49m,TV-MA,6.6,1.9K,11696.0,2992.0,2992.0,['Inon Shampanier'],"['Inon Shampanier', 'Natalie Shampanier']","['Lili Taylor', 'Stefania LaVie Owen', 'Peyton List']",['Drama'],['United States'],"['Syracuse, New York, USA']","['Cranium Entertainment', 'Idiot Savant Pictures', 'Particular Crowd']",['English'],0,0,0,2020
252,253. Slalom,https://www.imdb.com/title/tt9697780/?ref_=sr_t_253,2020,1h 32m,Unrated,6.6,2.3K,572724.0,2788.0,1052.0,['Charlène Favier'],"['Charlène Favier', 'Antoine Lacomblez', 'Marie Talon']","['Noée Abita', 'Jérémie Renier', 'Marie Denarnaud']","['Coming-of-Age', 'Psychological Drama', 'Teen Drama', 'Drama', 'Sport']","['France', 'Belgium']","['Bourg-Saint-Maurice, Savoie, France']","['Mille et Une Productions', ""Centre national du cinéma et de l'image animée (CNC)"", 'Région Auvergne-Rhône-Alpes']",['French'],0,16,0,2020
253,254. Crock of Gold: A Few Rounds with Shane MacGowan,https://www.imdb.com/title/tt11778272/?ref_=sr_t_254,2020,2h 4m,Unrated,7.7,2.1K,142241.0,2455.0,2202.0,['Julien Temple'],['Julien Temple'],"['Shane MacGowan', 'The Pogues', 'Siobhan MacGowan']","['Biography', 'Documentary', 'Music']","['United Kingdom', 'Ireland', 'United States']",[],"['Nitrate Films', 'Wild Atlantic Pictures', 'BBC Music']",['English'],0,4,0,2020
254,255. Moondance,https://www.imdb.com/title/tt9125394/?ref_=sr_t_255,2020,1h 37m,Unrated,5.9,48,2371.0,2371.0,2371.0,['Matt Whitney'],['Matt Whitney'],"['Adam Conover', 'Sam Jones', 'Carolyn Rabbers']",['Musical'],['United States'],"['Michigan, USA']","['Four by Three Productions', 'Squatch Film', 'Squatchagawea Films']",['English'],0,0,0,2020
255,256. 10 Days with Dad,https://www.imdb.com/title/tt10251538/?ref_=sr_t_256,2020,1h 44m,Unrated,5.4,1.3K,9472077.0,2359.0,856.0,['Ludovic Bernard'],"['Ariel Winograd', 'Mariano Vera', 'Juan Vera']","['Franck Dubosc', 'Aure Atika', 'Alice David']","['Comedy', 'Family']",['France'],"['Nice, Alpes-Maritimes, France']","['Soyouz Films', 'StudioCanal', 'Canal+']",['French'],0,0,0,2020
256,257. Mermaid in Paris,https://www.imdb.com/title/tt9209312/?ref_=sr_t_257,2020,1h 42m,Unrated,5.7,1.1K,683124.0,1988.0,1202.0,['Mathias Malzieu'],"['Stéphane Landowski', 'Mathias Malzieu']","['Nicolas Duvauchelle', 'Marilyn Lima', 'Rossy de Palma']","['Comedy', 'Fantasy', 'Romance']",['France'],['North Macedonia'],"['Overdrive Productions', 'Entre Chien et Loup', 'Sister and Brother Mitevski']","['French', 'English']",0,0,0,2020
257,258. The Bay of Silence,https://www.imdb.com/title/tt5617312/?ref_=sr_t_258,2020,1h 33m,Unrated,4.5,2.7K,38806.0,1941.0,1454.0,['Paula van der Oest'],"['Caroline Goodall', 'Lisa St Aubin de Terán']","['Claes Bang', 'Olga Kurylenko', 'Brian Cox']","['Adventure', 'Drama', 'Mystery', 'Thriller']","['United Kingdom', 'Netherlands']","['Sestri Levante, Liguria, Italy']","['Tbos Film', 'Dover Street Entertainment', 'Imperative Entertainment']","['Russian', 'English', 'French', 'Italian']",0,0,0,2020
258,259. Night Shift,https://www.imdb.com/title/tt9850344/?ref_=sr_t_259,2020,1h 38m,Unrated,5.4,2.1K,1844043.0,1890.0,534.0,['Anne Fontaine'],"['Claire Barré', 'Hugo Boris', 'Anne Fontaine']","['Virginie Efira', 'Omar Sy', 'Grégory Gadebois']","['Crime', 'Drama', 'Thriller']","['France', 'Belgium', 'China']","['Paris, France']","['F Comme Film', 'Ciné@', 'StudioCanal']","['French', 'English', 'Tajik']",0,0,0,2020
259,260. The Fox Hunter,https://www.imdb.com/title/tt6780790/?ref_=sr_t_260,2020,1h 26m,Unrated,4.2,146,1577.0,1577.0,602.0,['Patrick Shanahan'],['Patrick Shanahan'],"['Madison Iseman', 'Brooke Butler', 'Beth Broderick']","['Comedy', 'Drama']",['United States'],"['Raleigh, North Carolina, USA']",['Denim Buffalo Films'],['English'],0,0,0,2020
260,261. Fear Pharm,https://www.imdb.com/title/tt9191844/?ref_=sr_t_261,2020,1h 19m,Unrated,4.5,1.3K,1157.0,1157.0,2185475.1598360655,['Dante Yore'],"['Mark S. Allen', 'Howard Burd', 'Dante Yore']","['John Littlefield', 'Tiana Tuttle', 'Aimee Stolte']","['Slasher Horror', 'Teen Horror', 'Comedy', 'Horror']",['United States'],"['Dixon, California, USA']",['Make The Movie'],['English'],0,0,0,2020
261,262. Hai Tang Hong,https://www.imdb.com/title/tt11833592/?ref_=sr_t_262,2020,1h 30m,Unrated,,,1107.0,1107.0,310.0,"['Yan Dewei', 'Meng Zhonghua']",['Li Ruihuan'],"['Jianmin Li', 'Ju Liu', 'Peizhi Liu']",[],[],[],['TianJin Binhai Pitcure International'],[],0,0,0,2020
262,263. Parallel Policy,https://www.imdb.com/title/tt8389750/?ref_=sr_t_263,2020,,Unrated,4.6,8,1070.0,1070.0,1070.0,['Shaune Bordere'],['Shaune Bordere'],"['Donald Trump', 'Shaune Bordere', 'Rick Perry']",['Documentary'],['United States'],[],"['Linear Media', 'Wind Storm Cloud Media']",['English'],0,0,0,2020
263,264. The Evil Next Door,https://www.imdb.com/title/tt11320192/?ref_=sr_t_264,2020,1h 27m,Unrated,5.2,2.7K,1330726.0,1010.0,303.0,"['Tord Danielsson', 'Oskar Mellander']","['Tord Danielsson', 'Oskar Mellander']","['Dilan Gwyn', 'Eddie Eriksson Dominguez', 'Linus Wahlgren']","['Horror', 'Mystery', 'Thriller']",['Sweden'],[],['Breidablick Film'],['Swedish'],0,3,0,2020
264,265. I Need You Dead!,https://www.imdb.com/title/tt10122486/?ref_=sr_t_265,2020,1h 47m,Unrated,7.1,96,790.0,790.0,790.0,['Rocko Zevenbergen'],['Rocko Zevenbergen'],"['Estevan Muñoz', 'Sean Arlo', 'Ada Hurtado']","['Comedy', 'Horror']",['United States'],[],['Bad Taste Video'],['English'],0,0,0,2020
265,266. Sol,https://www.imdb.com/title/tt11281142/?ref_=sr_t_266,2020,1h 38m,Unrated,6.1,224,882035.0,543.0,2185475.1598360655,['Jézabel Marques'],"['Vincent Cappello', 'Faïza Guène', 'Jézabel Marques']","['Chantal Lauby', 'Camille Chamoux', 'Giovanni Pucci']",['Comedy'],['France'],[],"['StudioCanal', 'Iliade and Films', 'JSG Entertainment']",['French'],0,0,0,2020
266,267. Granny Nanny,https://www.imdb.com/title/tt10252330/?ref_=sr_t_267,2020,1h 44m,Unrated,6.5,966,4654655.0,432.0,432.0,['Wolfgang Groos'],['Robert Löhr'],"['Maren Kroymann', 'Günther Maria Halmer', 'Maxime Diemer']",['Comedy'],['Germany'],"['Essen, North Rhine-Westphalia, Germany']","['Claussen + Putz Filmproduktion', 'Fresco Film Services']",['German'],0,0,0,2020
267,268. It's for Your Own Good,https://www.imdb.com/title/tt11570120/?ref_=sr_t_268,2020,1h 31m,Unrated,5.4,691,3405155.0,256.0,256.0,['Marc Rothemund'],"['Hans G. Raeth', 'Felix Starck']","['Heiner Lauterbach', 'Jürgen Vogel', 'Hilmi Sözer']","['Comedy', 'Romance']",['Germany'],[],"['Koryphäen Film', 'StudioCanal Germany', 'RCS Filmproduktion']",['German'],0,0,0,2020
268,269. The East,https://www.imdb.com/title/tt8639136/?ref_=sr_t_269,2020,2h 17m,TV-MA,6.8,7.2K,160187.0,180.0,46.0,['Jim Taihuttu'],"['Jim Taihuttu', 'Mustafa Duygulu']","['Martijn Lakemeier', 'Marwan Kenzari', 'Jonas Smulders']","['Drama', 'Thriller', 'War']","['Netherlands', 'Belgium', 'Indonesia', 'United States', 'France']","['Java, Indonesia']","['New Amsterdam Film Company', 'Base Entertainment', 'France 2 Cinéma']","['English', 'Japanese', 'Dutch', 'Indonesian']",0,9,0,2020
270,271. 365 Days,https://www.imdb.com/title/tt10886166/?ref_=sr_t_271,2020,1h 54m,TV-MA,3.3,102K,9458590.0,5760154.237918216,2185475.1598360655,"['Barbara Bialowas', 'Tomasz Mandes']","['Tomasz Klimala', 'Tomasz Mandes', 'Barbara Bialowas']","['Anna-Maria Sieklucka', 'Michele Morrone', 'Bronislaw Wroclawski']","['Steamy Romance', 'Drama', 'Romance']",['Poland'],"['Warsaw, Mazowieckie, Poland']","['Ekipa', 'Future Space', 'Next Film']","['Polish', 'English', 'Italian']",0,5,0,2020
271,272. Happiest Season,https://www.imdb.com/title/tt8522006/?ref_=sr_t_272,2020,1h 42m,PG-13,6.6,50K,2110618.0,5760154.237918216,2185475.1598360655,['Clea DuVall'],"['Clea DuVall', 'Mary Holland']","['Kristen Stewart', 'Mackenzie Davis', 'Mary Steenburgen']","['Dark Comedy', 'Holiday Comedy', 'Holiday Romance', 'Comedy', 'Holiday', 'Romance']","['United States', 'Canada']","['Pittsburgh, Pennsylvania, USA']","['TriStar Pictures', 'Entertainment One', 'Hulu Originals']",['English'],0,4,0,2020
277,278. Greenland,https://www.imdb.com/title/tt7737786/?ref_=sr_t_278,2020,1h 59m,PG-13,6.4,142K,52300000.0,5760154.237918216,2185475.1598360655,['Ric Roman Waugh'],['Chris Sparling'],"['Gerard Butler', 'Morena Baccarin', 'Roger Dale Floyd']","['Disaster', 'Action', 'Thriller']","['United States', 'United Kingdom']",['Iceland'],"['STX Films', 'Anton', 'Thunder Road Pictures']","['English', 'Spanish', 'Russian']",0,2,0,2020
279,280. Inheritance,https://www.imdb.com/title/tt7923220/?ref_=sr_t_280,2020,1h 51m,TV-MA,5.6,21K,304931.0,5760154.237918216,2185475.1598360655,['Vaughn Stein'],['Matthew Kennedy'],"['Lily Collins', 'Simon Pegg', 'Connie Nielsen']","['Drama', 'Mystery', 'Thriller']","['United States', 'United Kingdom']","['Birmingham, Alabama, USA']","['Convergent Media.', 'Highland Film Group (HFG)', 'Ingenious Media']",['English'],0,0,0,2020
281,282. Another Round,https://www.imdb.com/title/tt10288566/?ref_=sr_t_282,2020,1h 57m,Unrated,7.7,206K,12745392.0,5760154.237918216,2185475.1598360655,['Thomas Vinterberg'],"['Thomas Vinterberg', 'Tobias Lindholm']","['Mads Mikkelsen', 'Thomas Bo Larsen', 'Magnus Millang']","['Dark Comedy', 'Psychological Drama', 'Drama']","['Denmark', 'Sweden', 'Netherlands', 'Belgium', 'France']","['Nordre Toldbod, Copenhagen, Denmark']","['Zentropa Entertainments', 'Film i Väst', 'Zentropa International Sweden']","['Danish', 'Swedish', 'French', 'English', 'Russian']",0,71,0,2020
283,284. The Midnight Sky,https://www.imdb.com/title/tt10539608/?ref_=sr_t_284,2020,1h 58m,PG-13,5.7,91K,70018.0,5760154.237918216,2185475.1598360655,['George Clooney'],"['Lily Brooks-Dalton', 'Mark L. Smith']","['George Clooney', 'Felicity Jones', 'David Oyelowo']","['Dystopian Sci-Fi', 'Space Sci-Fi', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",['United States'],"['La Palma, Canary Islands, Spain']","['Anonymous Content', 'Netflix', 'Smokehouse Pictures']",['English'],0,46,1,2020
285,286. Run Hide Fight,https://www.imdb.com/title/tt11456054/?ref_=sr_t_286,2020,1h 49m,TV-MA,6.3,29K,34561.0,5760154.237918216,2185475.1598360655,['Kyle Rankin'],['Kyle Rankin'],"['Isabel May', 'Radha Mitchell', 'Thomas Jane']","['Psychological Thriller', 'Teen Drama', 'Action', 'Crime', 'Drama', 'Thriller']",['United States'],"['Red Oak, Texas, USA']","['Bonfire Legend', 'Red River Entertainment', 'Media Finance Capital']","['English', 'Spanish']",0,0,0,2020
287,288. I Care a Lot,https://www.imdb.com/title/tt9893250/?ref_=sr_t_288,2020,1h 58m,R,6.4,151K,1351662.0,5760154.237918216,2185475.1598360655,['J Blakeson'],['J Blakeson'],"['Rosamund Pike', 'Peter Dinklage', 'Eiza González']","['Dark Comedy', 'Comedy', 'Crime', 'Drama', 'Thriller']","['United States', 'United Kingdom']","['Boston, Massachusetts, USA']","['Black Bear', 'Crimple Beck']",['English'],0,6,0,2020
289,290. Dinner in America,https://www.imdb.com/title/tt9058654/?ref_=sr_t_290,2020,1h 46m,Unrated,7.5,11K,22394.0,5760154.237918216,2185475.1598360655,['Adam Rehmeier'],['Adam Rehmeier'],"['Kyle Gallner', 'Yancey Fuqua', 'Jennifer Kincer']","['Quirky Comedy', 'Comedy', 'Drama', 'Music', 'Romance']",['United States'],[],"['Atlas Industries', 'Bee-Hive Productions', 'Burn Later Productions']",['English'],0,6,0,2020
290,291. Run,https://www.imdb.com/title/tt8633478/?ref_=sr_t_291,2020,1h 30m,PG-13,6.7,102K,5184368.0,5760154.237918216,2185475.1598360655,['Aneesh Chaganty'],"['Aneesh Chaganty', 'Sev Ohanian']","['Sarah Paulson', 'Kiera Allen', 'Sara Sohn']","['Psychological Thriller', 'Suspense Mystery', 'Drama', 'Horror', 'Mystery', 'Thriller']","['United States', 'Canada']","['Winnipeg, Manitoba, Canada']","['Lionsgate', 'Search Party']",['English'],0,5,0,2020
294,295. Mulan,https://www.imdb.com/title/tt4566758/?ref_=sr_t_295,2020,1h 55m,PG-13,5.8,162K,69965374.0,5760154.237918216,2185475.1598360655,['Niki Caro'],"['Rick Jaffa', 'Amanda Silver', 'Lauren Hynek']","['Yifei Liu', 'Donnie Yen', 'Gong Li']","['Adventure Epic', 'Fantasy Epic', 'Martial Arts', 'Action', 'Adventure', 'Drama', 'Fantasy']","['United States', 'China']","['Kumeu Film Studios, 116 Access Road, Kumeu, Auckland, New Zealand']","['Walt Disney Pictures', 'Jason T. Reed Productions', 'Good Fear Content']","['English', 'Mandarin']",0,42,2,2020
296,297. Lost at Christmas,https://www.imdb.com/title/tt9144004/?ref_=sr_t_297,2020,1h 40m,Unrated,5.2,829,5262.0,5760154.237918216,2185475.1598360655,['Ryan Hendrick'],"['Ryan Hendrick', 'Clare Sheppard']","['Natalie Clark', 'Kenny Boyle', 'Sylvester McCoy']","['Comedy', 'Drama', 'Romance']",['United Kingdom'],"['Clachaig Inn, Ballachulish PH49 4HX, United Kingdom']","['Magic Monkey Films', 'Moonglass', 'CutMustard TV']",[],0,0,0,2020
301,302. Boss Level,https://www.imdb.com/title/tt7638348/?ref_=sr_t_302,2020,1h 40m,TV-MA,6.8,83K,1753823.0,5760154.237918216,2185475.1598360655,['Joe Carnahan'],"['Chris Borey', 'Eddie Borey', 'Joe Carnahan']","['Frank Grillo', 'Mel Gibson', 'Naomi Watts']","['Dark Comedy', 'One-Person Army Action', 'Time Travel', 'Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi', 'Thriller']",['United States'],"['Atlanta, Georgia, USA']","['WarParty Films', 'Scott Free Productions', 'Emmett/Furla Oasis Films']",['English'],0,0,0,2020
306,307. The Very Excellent Mr. Dundee,https://www.imdb.com/title/tt8560172/?ref_=sr_t_307,2020,1h 28m,PG-13,5.0,2.6K,13849.0,5760154.237918216,2185475.1598360655,['Dean Murphy'],"['Robert Mond', 'Dean Murphy']","['Paul Hogan', 'Dorothy Adams', 'Trudy Ager']",['Comedy'],"['Australia', 'United States']","['St Kilda, Melbourne, Victoria, Australia']","['Clock Sounds Productions Pty', 'Fulcrum Media Finance', 'Kathy Morgan International']",['English'],0,0,0,2020
309,310. The Banker,https://www.imdb.com/title/tt6285944/?ref_=sr_t_310,2020,2h,PG-13,7.3,38K,1700000.0,5760154.237918216,2185475.1598360655,['George Nolfi'],"['Niceole R. Levy', 'George Nolfi', 'David Lewis Smith']","['Anthony Mackie', 'Samuel L. Jackson', 'Nicholas Hoult']","['Biography', 'Drama']",['United States'],"['Atlanta, Georgia, USA']","['Romulus Entertainment', 'Hyphenate Films', 'Iam21 Entertainment']",['English'],0,7,0,2020
311,312. Lost Girls and Love Hotels,https://www.imdb.com/title/tt0920462/?ref_=sr_t_312,2020,1h 37m,R,4.7,5.7K,106045.0,5760154.237918216,2185475.1598360655,['William Olsson'],['Catherine Hanrahan'],"['Alexandra Daddario', 'Takehiro Hira', 'Carice van Houten']","['Drama', 'Thriller']","['Japan', 'United States']","['Kyoto, Japan']","['Blackbird', 'Wandering Trail Pictures']","['English', 'Japanese']",0,0,0,2020
313,314. Feel the Beat,https://www.imdb.com/title/tt10714856/?ref_=sr_t_314,2020,1h 49m,TV-G,6.3,14K,207678.0,5760154.237918216,2185475.1598360655,['Elissa Down'],"['Michael Armbruster', 'Shawn Ku']","['Sofia Carson', 'Pamela MacDonald', 'Sonia Laplante']","['Comedy', 'Drama', 'Family']",['United States'],"['Toronto, Ontario, Canada']","['Resonate Entertainment', 'Bitter Boy Productions Ltd.', 'Deluxe Entertainment Services']","['English', 'American Sign Language']",0,3,0,2020
315,316. The Craft: Legacy,https://www.imdb.com/title/tt4685762/?ref_=sr_t_316,2020,1h 37m,PG-13,4.6,17K,1922557.0,5760154.237918216,2185475.1598360655,['Zoe Lister-Jones'],"['Zoe Lister-Jones', 'Peter Filardi']","['Cailee Spaeny', 'Zoey Luna', 'Gideon Adlon']","['Supernatural Fantasy', 'Teen Drama', 'Teen Fantasy', 'Witch Horror', 'Drama', 'Fantasy', 'Horror']",['United States'],"['Winnipeg, Manitoba, Canada']","['Columbia Pictures', 'Blumhouse Productions', 'Red Wagon Entertainment']",['English'],0,2,0,2020
316,317. The Secret Garden,https://www.imdb.com/title/tt2702920/?ref_=sr_t_317,2020,1h 39m,PG,5.6,10K,8721243.0,5760154.237918216,2185475.1598360655,['Marc Munden'],"['Jack Thorne', 'Frances Hodgson Burnett']","['Dixie Egerickx', 'Richard Hansell', 'David Verrey']","['Drama', 'Family', 'Fantasy', 'Mystery']","['United Kingdom', 'France', 'United States', 'China']","['Bodnant Garden, Tal-y-Cafn, Colwyn Bay, Conwy, Wales, UK']","['STX Films', 'StudioCanal', 'Heyday Films']",['English'],0,0,0,2020
317,318. The Forgotten Battle,https://www.imdb.com/title/tt10521092/?ref_=sr_t_318,2020,2h 4m,TV-MA,7.1,38K,6000546.0,5760154.237918216,2185475.1598360655,['Matthijs van Heijningen Jr.'],"['Paula van der Oest', 'Jesse Maiman', 'Pauline van Mantgem']","['Gijs Blom', 'Jamie Flatters', 'Susan Radder']","['Action', 'Adventure', 'War']","['Netherlands', 'Belgium']",['Lithuania'],"['Levitate Film', 'Caviar Films', 'Evangelische Omroep (EO)']","['Dutch', 'German', 'English']",0,4,0,2020
318,319. Caveat,https://www.imdb.com/title/tt7917178/?ref_=sr_t_319,2020,1h 28m,Unrated,5.9,9.3K,78665.0,5760154.237918216,2185475.1598360655,['Damian Mc Carthy'],['Damian Mc Carthy'],"['Ben Caplan', 'Johnny French', 'Leila Sykes']","['Horror', 'Mystery', 'Thriller']",['United Kingdom'],"['Bantry House, Bantry, County Cork, Ireland']",['HyneSight Films'],['English'],0,0,0,2020
